#name	chrom	strand	txStart	txEnd
ENSMUST00000103166_at	chr11	-	94269704	94335414
ENSMUST00000107791_at	chr11	-	94269704	94335414
ENSMUST00000107786_at	chr11	-	94269704	94335414
ENSMUST00000021234_at	chr11	-	94269836	94334931
ENSMUST00000080043_at	chr11	-	94269836	94334931
ENSMUST00000050636_at	chr11	-	94269836	94334931
ENSMUST00000100561_at	chr11	-	94269836	94335039
ENSMUST00000107785_at	chr11	-	94269949	94335414
ENSMUST00000073986_at	chr11	-	94270458	94334931
ENSMUST00000041705_at	chr11	-	94340218	94346624
ENSMUST00000010224_at	chr11	-	94352305	94361237
ENSMUST00000040692_at	chr11	-	94362661	94368474
ENSMUST00000040487_at	chr11	-	94401111	94410513
ENSMUST00000103164_at	chr11	-	94418417	94463185
ENSMUST00000040418_at	chr11	+	94426380	94430440
ENSMUST00000117457_at	chr11	+	94468715	94470350
ENSMUST00000039949_at	chr11	-	94506315	94515068
ENSMUST00000025278_at	chr11	+	94515104	94521393
ENSMUST00000056286_at	chr11	-	94525164	94531854
ENSMUST00000116349_at	chr11	-	94525900	94538807
ENSMUST00000069852_at	chr11	-	94555811	94565813
ENSMUST00000021240_at	chr11	+	94603095	94604347
ENSMUST00000100556_at	chr11	-	94616452	94622496
ENSMUST00000100554_at	chr11	-	94638530	94644017
ENSMUST00000120297_at	chr11	-	94658362	94659091
ENSMUST00000121794_at	chr11	-	94673932	94674662
ENSMUST00000120758_at	chr11	-	94689499	94690244
ENSMUST00000120215_at	chr11	-	94706671	94707406
ENSMUST00000082578_at	chr11	+	94781002	94781147
ENSMUST00000107754_at	chr11	+	94797566	94813201
ENSMUST00000001547_at	chr11	+	94797566	94813201
ENSMUST00000103162_at	chr11	-	94824104	94837641
ENSMUST00000100551_at	chr11	-	94824105	94834764
ENSMUST00000038928_at	chr11	+	94828974	94829770
ENSMUST00000038696_at	chr11	+	94852525	94868198
ENSMUST00000107748_at	chr11	+	94857377	94868213
ENSMUST00000055947_at	chr11	+	94871192	94887400
ENSMUST00000107739_at	chr11	-	94905787	94930512
ENSMUST00000120375_at	chr11	-	94905787	94938115
ENSMUST00000001548_at	chr11	-	94905796	94938028
ENSMUST00000073698_at	chr11	-	94905796	94938028
ENSMUST00000092768_at	chr11	+	94981448	94986574
ENSMUST00000021241_at	chr11	-	95001769	95007577
ENSMUST00000117670_at	chr11	+	95038126	95038558
ENSMUST00000021242_at	chr11	+	95122842	95130576
ENSMUST00000037502_at	chr11	+	95198331	95243184
ENSMUST00000021243_at	chr11	+	95246217	95253081
ENSMUST00000120533_at	chr11	-	95323859	95324035
ENSMUST00000092765_at	chr11	+	95331901	95353307
ENSMUST00000100535_at	chr11	+	95355956	95356207
ENSMUST00000058866_at	chr11	-	95371159	95375879
ENSMUST00000000122_at	chr11	-	95430141	95449012
ENSMUST00000036374_at	chr11	+	95528323	95541349
ENSMUST00000062249_at	chr11	-	95559133	95559694
ENSMUST00000107717_at	chr11	+	95573986	95633667
ENSMUST00000100534_at	chr11	+	95584900	95588024
ENSMUST00000091565_at	chr11	+	95610380	95626025
ENSMUST00000120170_at	chr11	+	95622804	95622979
ENSMUST00000054173_at	chr11	+	95685813	95693137
ENSMUST00000018525_at	chr11	-	95691385	95703474
ENSMUST00000059026_at	chr11	-	95691385	95703474
ENSMUST00000107712_at	chr11	+	95698529	95707048
ENSMUST00000107714_at	chr11	+	95703608	95707034
ENSMUST00000107711_at	chr11	+	95703622	95707048
ENSMUST00000100532_at	chr11	+	95703981	95707048
ENSMUST00000036088_at	chr11	+	95703983	95707048
ENSMUST00000107709_at	chr11	+	95704545	95707048
ENSMUST00000107708_at	chr11	+	95704922	95707048
ENSMUST00000103158_at	chr11	-	95724872	95753668
ENSMUST00000038343_at	chr11	-	95724872	95776185
ENSMUST00000055201_at	chr11	-	95819814	95820230
ENSMUST00000013559_at	chr11	-	95824045	95867226
ENSMUST00000103157_at	chr11	+	95885858	95892142
ENSMUST00000103156_at	chr11	+	95886359	95892145
ENSMUST00000082873_at	chr11	+	95893991	95894205
ENSMUST00000107700_at	chr11	+	95896270	95908719
ENSMUST00000006217_at	chr11	+	95896270	95908719
ENSMUST00000100528_at	chr11	-	95909810	95926678
ENSMUST00000090541_at	chr11	-	95930165	95936984
ENSMUST00000107686_at	chr11	-	95934300	95936895
ENSMUST00000107684_at	chr11	-	95934303	95936933
ENSMUST00000082861_at	chr11	-	95944986	95945170
ENSMUST00000097162_at	chr11	-	95960639	95973276
ENSMUST00000068686_at	chr11	-	95961227	95973276
ENSMUST00000006215_at	chr11	-	95961580	95973276
ENSMUST00000107681_at	chr11	+	95995099	96020240
ENSMUST00000035282_at	chr11	+	95995532	96026765
ENSMUST00000107680_at	chr11	+	95995532	96026765
ENSMUST00000062709_at	chr11	+	96055696	96058759
ENSMUST00000119837_at	chr11	+	96109946	96110503
ENSMUST00000107676_at	chr11	+	96113082	96125703
ENSMUST00000083612_at	chr11	+	96126477	96126579
ENSMUST00000000010_at	chr11	+	96132643	96137903
ENSMUST00000052650_at	chr11	+	96143218	96146639
ENSMUST00000049352_at	chr11	+	96147959	96151477
ENSMUST00000000704_at	chr11	+	96160387	96162880
ENSMUST00000049272_at	chr11	+	96164825	96167434
ENSMUST00000083585_at	chr11	+	96178478	96178588
ENSMUST00000049241_at	chr11	+	96180052	96182944
ENSMUST00000100525_at	chr11	-	96196746	96203422
ENSMUST00000100523_at	chr11	+	96212945	96215330
ENSMUST00000107668_at	chr11	-	96221934	96222064
ENSMUST00000019117_at	chr11	+	96227071	96228990
ENSMUST00000081256_at	chr11	+	96253404	96254010
ENSMUST00000117614_at	chr11	+	96253425	96253980
ENSMUST00000100522_at	chr11	-	96308212	96310004
ENSMUST00000021246_at	chr11	-	96628868	96638845
ENSMUST00000107661_at	chr11	-	96629190	96638847
ENSMUST00000107660_at	chr11	-	96631202	96638847
ENSMUST00000018810_at	chr11	+	96650440	96665283
ENSMUST00000093943_at	chr11	+	96650449	96669954
ENSMUST00000079702_at	chr11	+	96650449	96669954
ENSMUST00000119491_at	chr11	-	96656752	96657139
ENSMUST00000074398_at	chr11	-	96656752	96657139
ENSMUST00000081775_at	chr11	-	96678733	96691244
ENSMUST00000107658_at	chr11	-	96678744	96689269
ENSMUST00000107655_at	chr11	-	96678745	96685294
ENSMUST00000107659_at	chr11	-	96678912	96689033
ENSMUST00000048638_at	chr11	-	96679002	96691244
ENSMUST00000107657_at	chr11	-	96679495	96691269
ENSMUST00000107656_at	chr11	-	96680489	96691244
ENSMUST00000107652_at	chr11	+	96711189	96713460
ENSMUST00000018816_at	chr11	+	96711189	96722514
ENSMUST00000083581_at	chr11	+	96711706	96711779
ENSMUST00000119349_at	chr11	+	96731508	96732315
ENSMUST00000103152_at	chr11	-	96769129	96777715
ENSMUST00000054311_at	chr11	+	96790615	96796962
ENSMUST00000107636_at	chr11	+	96790637	96796957
ENSMUST00000062172_at	chr11	+	96790637	96796269
ENSMUST00000107633_at	chr11	+	96792700	96796594
ENSMUST00000107630_at	chr11	-	96799143	96805300
ENSMUST00000018803_at	chr11	-	96799143	96805300
ENSMUST00000107629_at	chr11	-	96800816	96805272
ENSMUST00000107627_at	chr11	+	96805478	96820763
ENSMUST00000107628_at	chr11	+	96805502	96821376
ENSMUST00000107626_at	chr11	-	96814653	96839002
ENSMUST00000107624_at	chr11	-	96814654	96839025
ENSMUST00000107623_at	chr11	-	96814786	96829979
ENSMUST00000062652_at	chr11	-	96815532	96844273
ENSMUST00000047997_at	chr11	+	96874882	96886046
ENSMUST00000107622_at	chr11	+	96880046	96886045
ENSMUST00000021249_at	chr11	+	96891303	96895272
ENSMUST00000021251_at	chr11	-	96895911	96902658
ENSMUST00000120287_at	chr11	+	96898320	96898797
ENSMUST00000054252_at	chr11	+	96902908	96909832
ENSMUST00000001485_at	chr11	+	96902913	96910300
ENSMUST00000090020_at	chr11	+	96911966	96930218
ENSMUST00000046878_at	chr11	+	96912142	96917056
ENSMUST00000119956_at	chr11	+	96958246	96958640
ENSMUST00000001484_at	chr11	-	96959320	96976642
ENSMUST00000119164_at	chr11	-	96978109	96978229
ENSMUST00000107615_at	chr11	-	96997486	97011026
ENSMUST00000092755_at	chr11	-	96997486	97011026
ENSMUST00000118375_at	chr11	-	96997490	97011360
ENSMUST00000107614_at	chr11	-	96998412	97012350
ENSMUST00000066078_at	chr11	-	96998860	97011362
ENSMUST00000107613_at	chr11	-	96999719	97011362
ENSMUST00000001479_at	chr11	-	97021023	97049206
ENSMUST00000107608_at	chr11	-	97068221	97073755
ENSMUST00000019026_at	chr11	+	97177178	97190420
ENSMUST00000122313_at	chr11	-	97183641	97183803
ENSMUST00000093942_at	chr11	-	97193422	97213387
ENSMUST00000121799_at	chr11	+	97276846	97363716
ENSMUST00000062130_at	chr11	+	97276909	97363714
ENSMUST00000107602_at	chr11	+	97305494	97363714
ENSMUST00000107601_at	chr11	+	97311473	97363714
ENSMUST00000056955_at	chr11	-	97352096	97361654
ENSMUST00000093940_at	chr11	+	97352457	97363712
ENSMUST00000052281_at	chr11	-	97488702	97491016
ENSMUST00000044730_at	chr11	+	97524725	97546757
ENSMUST00000107586_at	chr11	+	97524725	97546757
ENSMUST00000107584_at	chr11	+	97547139	97549935
ENSMUST00000107585_at	chr11	+	97547163	97549933
ENSMUST00000107583_at	chr11	+	97547285	97549933
ENSMUST00000103149_at	chr11	-	97551105	97553721
ENSMUST00000103148_at	chr11	-	97551133	97560955
ENSMUST00000018681_at	chr11	-	97551138	97561660
ENSMUST00000103147_at	chr11	+	97564747	97574814
ENSMUST00000018691_at	chr11	-	97576473	97606018
ENSMUST00000107580_at	chr11	+	97591428	97592061
ENSMUST00000060568_at	chr11	+	97606222	97606821
ENSMUST00000018685_at	chr11	-	97606928	97627870
ENSMUST00000107579_at	chr11	-	97617574	97627854
ENSMUST00000107578_at	chr11	+	97628777	97630146
ENSMUST00000120130_at	chr11	+	97629373	97629685
ENSMUST00000107576_at	chr11	-	97632794	97637232
ENSMUST00000018687_at	chr11	-	97632841	97637191
ENSMUST00000103146_at	chr11	-	97639349	97643697
ENSMUST00000082967_at	chr11	-	97642952	97643089
ENSMUST00000043843_at	chr11	+	97660982	97700076
ENSMUST00000107572_at	chr11	+	97660985	97700076
ENSMUST00000107569_at	chr11	+	97660988	97736277
ENSMUST00000107567_at	chr11	-	97666760	97667071
ENSMUST00000107568_at	chr11	+	97694737	97695698
ENSMUST00000054783_at	chr11	+	97702093	97704357
ENSMUST00000093939_at	chr11	-	97715620	97745468
ENSMUST00000017561_at	chr11	-	97784552	97847694
ENSMUST00000107565_at	chr11	-	97784552	97847694
ENSMUST00000118176_at	chr11	+	97830105	97830549
ENSMUST00000107564_at	chr11	-	97839569	97847744
ENSMUST00000042971_at	chr11	-	97850895	97857207
ENSMUST00000107563_at	chr11	-	97855149	97857243
ENSMUST00000017552_at	chr11	-	97864214	97883956
ENSMUST00000103144_at	chr11	-	97864214	97883956
ENSMUST00000107561_at	chr11	-	97866238	97879616
ENSMUST00000107562_at	chr11	-	97866238	97883948
ENSMUST00000092736_at	chr11	-	97866238	97883956
ENSMUST00000092425_at	chr11	+	97888023	97891806
ENSMUST00000017548_at	chr11	+	97888271	97891791
ENSMUST00000119220_at	chr11	+	97925201	97925357
ENSMUST00000103143_at	chr11	-	97943867	98010915
ENSMUST00000107549_at	chr11	-	97947289	98011477
ENSMUST00000075071_at	chr11	-	97947289	97991517
ENSMUST00000107551_at	chr11	-	97956675	98010883
ENSMUST00000121487_at	chr11	+	98046679	98047421
ENSMUST00000071154_at	chr11	+	98046764	98047421
ENSMUST00000107539_at	chr11	+	98064372	98112878
ENSMUST00000003203_at	chr11	+	98064627	98108017
ENSMUST00000107538_at	chr11	+	98064648	98112358
ENSMUST00000092733_at	chr11	+	98064681	98112681
ENSMUST00000122508_at	chr11	-	98134573	98134680
ENSMUST00000041685_at	chr11	-	98187860	98190908
ENSMUST00000078694_at	chr11	+	98210051	98219102
ENSMUST00000018311_at	chr11	+	98219697	98242413
ENSMUST00000008021_at	chr11	+	98245124	98246267
ENSMUST00000041301_at	chr11	+	98247939	98249494
ENSMUST00000041218_at	chr11	-	98249985	98261804
ENSMUST00000090827_at	chr11	-	98249985	98261804
ENSMUST00000058295_at	chr11	+	98273797	98299030
ENSMUST00000002655_at	chr11	-	98299036	98300284
ENSMUST00000019456_at	chr11	+	98308147	98316684
ENSMUST00000103141_at	chr11	-	98326006	98407345
ENSMUST00000122672_at	chr11	-	98334986	98335122
ENSMUST00000107511_at	chr11	+	98412443	98419979
ENSMUST00000107509_at	chr11	+	98412463	98419970
ENSMUST00000107513_at	chr11	+	98412491	98419847
ENSMUST00000081033_at	chr11	+	98412587	98419970
ENSMUST00000017339_at	chr11	+	98412587	98419970
ENSMUST00000052919_at	chr11	-	98442576	98448550
ENSMUST00000104933_at	chr11	-	98485664	98486975
ENSMUST00000062442_at	chr11	-	98486367	98486859
ENSMUST00000073295_at	chr11	+	98487673	98499403
ENSMUST00000107508_at	chr11	+	98490657	98499540
ENSMUST00000017355_at	chr11	+	98508076	98519278
ENSMUST00000093938_at	chr11	+	98508076	98519278
ENSMUST00000017348_at	chr11	+	98525664	98539022
ENSMUST00000017365_at	chr11	+	98543879	98557270
ENSMUST00000038886_at	chr11	+	98562626	98564943
ENSMUST00000100500_at	chr11	-	98566213	98590724
ENSMUST00000103139_at	chr11	+	98603214	98625842
ENSMUST00000064187_at	chr11	+	98603214	98630318
ENSMUST00000064941_at	chr11	-	98629246	98636553
ENSMUST00000107487_at	chr11	+	98656829	98667741
ENSMUST00000037915_at	chr11	+	98656829	98667741
ENSMUST00000107485_at	chr11	+	98657104	98662366
ENSMUST00000100494_at	chr11	-	98659622	98671403
ENSMUST00000037930_at	chr11	+	98659982	98667741
ENSMUST00000017384_at	chr11	+	98666218	98695120
ENSMUST00000107480_at	chr11	+	98698098	98714319
ENSMUST00000037640_at	chr11	+	98698467	98714319
ENSMUST00000107479_at	chr11	+	98698721	98715011
ENSMUST00000037480_at	chr11	+	98725122	98764830
ENSMUST00000092706_at	chr11	+	98769208	98785256
ENSMUST00000093937_at	chr11	+	98769464	98785256
ENSMUST00000082557_at	chr11	+	98807757	98807864
ENSMUST00000062931_at	chr11	-	98843493	98844330
ENSMUST00000068031_at	chr11	-	98854716	98885429
ENSMUST00000104097_at	chr11	+	98860821	98860936
ENSMUST00000083328_at	chr11	-	98878344	98878466
ENSMUST00000017637_at	chr11	+	98902558	98915705
ENSMUST00000017751_at	chr11	-	98926992	98950616
ENSMUST00000107465_at	chr11	-	98929488	98935178
ENSMUST00000104743_at	chr11	+	99003394	99003490
ENSMUST00000036262_at	chr11	-	99005512	99010887
ENSMUST00000103134_at	chr11	-	99005512	99016391
ENSMUST00000103132_at	chr11	-	99094411	99105381
ENSMUST00000038214_at	chr11	-	99095203	99105399
ENSMUST00000017255_at	chr11	-	99141406	99146552
ENSMUST00000121842_at	chr11	-	99166461	99167454
ENSMUST00000038004_at	chr11	-	99177159	99184265
ENSMUST00000100482_at	chr11	-	99189795	99199281
ENSMUST00000017732_at	chr11	-	99206879	99212418
ENSMUST00000006963_at	chr11	-	99226185	99236217
ENSMUST00000103131_at	chr11	-	99246574	99250675
ENSMUST00000006961_at	chr11	-	99247535	99250675
ENSMUST00000017741_at	chr11	-	99276977	99283573
ENSMUST00000107450_at	chr11	-	99281582	99283573
ENSMUST00000017743_at	chr11	-	99289716	99299467
ENSMUST00000107445_at	chr11	-	99375427	99382652
ENSMUST00000076948_at	chr11	-	99375937	99382572
ENSMUST00000074253_at	chr11	-	99398798	99404472
ENSMUST00000107443_at	chr11	-	99398798	99404472
ENSMUST00000092700_at	chr11	-	99411443	99412179
ENSMUST00000092699_at	chr11	-	99417136	99418167
ENSMUST00000104931_at	chr11	-	99420480	99420780
ENSMUST00000055502_at	chr11	-	99427340	99427944
ENSMUST00000054532_at	chr11	-	99441289	99442330
ENSMUST00000092697_at	chr11	-	99444375	99444942
ENSMUST00000100479_at	chr11	-	99444375	99444968
ENSMUST00000104930_at	chr11	-	99451774	99452653
ENSMUST00000062683_at	chr11	-	99458660	99459419
ENSMUST00000072306_at	chr11	-	99463959	99464622
ENSMUST00000076478_at	chr11	-	99471107	99471503
ENSMUST00000074926_at	chr11	-	99475332	99476160
ENSMUST00000073853_at	chr11	-	99480932	99481749
ENSMUST00000081007_at	chr11	-	99488537	99489552
ENSMUST00000058987_at	chr11	-	99495424	99496398
ENSMUST00000055121_at	chr11	-	99504419	99505403
ENSMUST00000104929_at	chr11	-	99510912	99511550
ENSMUST00000073126_at	chr11	-	99510973	99511495
ENSMUST00000092695_at	chr11	-	99519262	99520274
ENSMUST00000119334_at	chr11	-	99524206	99524416
ENSMUST00000100476_at	chr11	-	99526356	99527274
ENSMUST00000105076_at	chr11	-	99535320	99535473
ENSMUST00000120200_at	chr11	+	99539439	99540447
ENSMUST00000105075_at	chr11	-	99541908	99542046
ENSMUST00000122396_at	chr11	-	99544931	99545054
ENSMUST00000105074_at	chr11	-	99546700	99546853
ENSMUST00000105073_at	chr11	-	99551901	99552054
ENSMUST00000105072_at	chr11	-	99557562	99557712
ENSMUST00000105071_at	chr11	-	99560850	99560988
ENSMUST00000105070_at	chr11	-	99566308	99566461
ENSMUST00000105069_at	chr11	-	99571382	99571532
ENSMUST00000120804_at	chr11	-	99580205	99580342
ENSMUST00000105068_at	chr11	-	99585522	99585660
ENSMUST00000106076_at	chr11	+	99591488	99591641
ENSMUST00000105067_at	chr11	+	99591488	99591641
ENSMUST00000105066_at	chr11	-	99595526	99595604
ENSMUST00000106075_at	chr11	-	99601229	99601382
ENSMUST00000105065_at	chr11	-	99601229	99601382
ENSMUST00000105064_at	chr11	-	99604492	99604621
ENSMUST00000106074_at	chr11	-	99608742	99608865
ENSMUST00000105063_at	chr11	-	99608742	99608865
ENSMUST00000105062_at	chr11	-	99617472	99617595
ENSMUST00000105061_at	chr11	-	99620345	99620486
ENSMUST00000105060_at	chr11	-	99625246	99625414
ENSMUST00000107440_at	chr11	-	99633027	99634227
ENSMUST00000107441_at	chr11	-	99633296	99641957
ENSMUST00000107439_at	chr11	-	99641035	99642018
ENSMUST00000105059_at	chr11	+	99646513	99647572
ENSMUST00000106073_at	chr11	+	99646568	99647303
ENSMUST00000105058_at	chr11	-	99653702	99654781
ENSMUST00000105057_at	chr11	-	99659377	99660246
ENSMUST00000105056_at	chr11	-	99664870	99665760
ENSMUST00000070158_at	chr11	-	99665126	99665699
ENSMUST00000050106_at	chr11	-	99670391	99671206
ENSMUST00000105055_at	chr11	-	99676289	99676980
ENSMUST00000105054_at	chr11	-	99698461	99699380
ENSMUST00000120751_at	chr11	-	99701286	99701574
ENSMUST00000073826_at	chr11	-	99701286	99701574
ENSMUST00000107438_at	chr11	-	99708225	99712886
ENSMUST00000107437_at	chr11	-	99711968	99712922
ENSMUST00000050655_at	chr11	-	99712277	99712886
ENSMUST00000083073_at	chr11	+	99717621	99717728
ENSMUST00000107434_at	chr11	+	99719230	99720375
ENSMUST00000107436_at	chr11	+	99719284	99726194
ENSMUST00000092694_at	chr11	+	99725789	99726885
ENSMUST00000093936_at	chr11	+	99734702	99735746
ENSMUST00000078442_at	chr11	+	99740500	99741543
ENSMUST00000106071_at	chr11	+	99740551	99741139
ENSMUST00000118550_at	chr11	+	99758886	99759089
ENSMUST00000104857_at	chr11	+	99764859	99764937
ENSMUST00000093935_at	chr11	+	99769233	99770204
ENSMUST00000105053_at	chr11	+	99776064	99776985
ENSMUST00000073182_at	chr11	+	99776097	99776606
ENSMUST00000117567_at	chr11	+	99793475	99794423
ENSMUST00000054221_at	chr11	+	99793521	99794418
ENSMUST00000058761_at	chr11	+	99797602	99798539
ENSMUST00000105052_at	chr11	+	99809788	99810865
ENSMUST00000117429_at	chr11	+	99816920	99817337
ENSMUST00000120682_at	chr11	+	99822392	99822632
ENSMUST00000105051_at	chr11	-	99839338	99840367
ENSMUST00000105050_at	chr11	-	99846023	99847911
ENSMUST00000118454_at	chr11	-	99849447	99849906
ENSMUST00000105049_at	chr11	-	99854547	99855308
ENSMUST00000073890_at	chr11	-	99885029	99891139
ENSMUST00000056362_at	chr11	-	99898664	99902868
ENSMUST00000007318_at	chr11	-	99907959	99911865
ENSMUST00000007320_at	chr11	-	99942170	99949429
ENSMUST00000107419_at	chr11	-	99942170	99949540
ENSMUST00000038839_at	chr11	-	99953505	99957538
ENSMUST00000103127_at	chr11	-	99953505	99957538
ENSMUST00000007309_at	chr11	-	99963522	99964717
ENSMUST00000107416_at	chr11	-	99963539	99966940
ENSMUST00000100471_at	chr11	-	99966394	99966910
ENSMUST00000007275_at	chr11	-	99978643	99982880
ENSMUST00000107412_at	chr11	-	99978909	99982880
ENSMUST00000107411_at	chr11	-	99993082	99997242
ENSMUST00000007273_at	chr11	-	99993330	99997242
ENSMUST00000007317_at	chr11	-	100002128	100007233
ENSMUST00000059707_at	chr11	-	100048094	100054560
ENSMUST00000007272_at	chr11	-	100064479	100068824
ENSMUST00000121423_at	chr11	-	100090158	100093392
ENSMUST00000119257_at	chr11	+	100104586	100104943
ENSMUST00000007280_at	chr11	-	100107407	100110276
ENSMUST00000103126_at	chr11	-	100107407	100110276
ENSMUST00000107407_at	chr11	-	100117534	100122303
ENSMUST00000080893_at	chr11	-	100117534	100122303
ENSMUST00000107406_at	chr11	-	100124195	100127292
ENSMUST00000017270_at	chr11	-	100124201	100131185
ENSMUST00000049385_at	chr11	+	100181302	100183412
ENSMUST00000017309_at	chr11	+	100195720	100198310
ENSMUST00000056033_at	chr11	-	100208645	100217393
ENSMUST00000103124_at	chr11	-	100210485	100217393
ENSMUST00000081241_at	chr11	-	100223029	100223440
ENSMUST00000001592_at	chr11	-	100231934	100259077
ENSMUST00000107403_at	chr11	-	100233609	100259063
ENSMUST00000107400_at	chr11	+	100277010	100286139
ENSMUST00000001595_at	chr11	+	100277010	100286139
ENSMUST00000107398_at	chr11	-	100283634	100303122
ENSMUST00000107399_at	chr11	-	100283634	100302388
ENSMUST00000092688_at	chr11	-	100290667	100302378
ENSMUST00000092689_at	chr11	-	100290669	100302334
ENSMUST00000107397_at	chr11	-	100290672	100302242
ENSMUST00000063149_at	chr11	-	100301218	100302378
ENSMUST00000107395_at	chr11	+	100303237	100318336
ENSMUST00000001599_at	chr11	+	100303237	100318338
ENSMUST00000056665_at	chr11	-	100323963	100334092
ENSMUST00000107389_at	chr11	-	100337666	100389314
ENSMUST00000007131_at	chr11	-	100337667	100389180
ENSMUST00000100457_at	chr11	-	100337667	100389180
ENSMUST00000107385_at	chr11	-	100361892	100389183
ENSMUST00000107387_at	chr11	-	100362059	100389180
ENSMUST00000092684_at	chr11	+	100406920	100433276
ENSMUST00000006976_at	chr11	+	100406945	100433880
ENSMUST00000103120_at	chr11	+	100436286	100443041
ENSMUST00000107378_at	chr11	-	100444132	100474534
ENSMUST00000107380_at	chr11	-	100444132	100480943
ENSMUST00000014339_at	chr11	-	100444132	100480943
ENSMUST00000107376_at	chr11	+	100480557	100488113
ENSMUST00000051947_at	chr11	+	100481597	100487730
ENSMUST00000017981_at	chr11	+	100484246	100488916
ENSMUST00000107370_at	chr11	-	100488859	100518938
ENSMUST00000014342_at	chr11	-	100488859	100501083
ENSMUST00000103119_at	chr11	-	100488859	100512007
ENSMUST00000017974_at	chr11	-	100556203	100565585
ENSMUST00000103118_at	chr11	-	100566061	100573758
ENSMUST00000100451_at	chr11	-	100566061	100573758
ENSMUST00000006973_at	chr11	-	100566061	100573766
ENSMUST00000017976_at	chr11	+	100575242	100575889
ENSMUST00000107364_at	chr11	-	100576322	100599529
ENSMUST00000019317_at	chr11	-	100576580	100599493
ENSMUST00000107361_at	chr11	-	100601689	100621017
ENSMUST00000107363_at	chr11	-	100601689	100621256
ENSMUST00000092679_at	chr11	-	100602916	100620919
ENSMUST00000107360_at	chr11	-	100622483	100624245
ENSMUST00000055083_at	chr11	-	100623006	100624245
ENSMUST00000017891_at	chr11	-	100627591	100632266
ENSMUST00000004145_at	chr11	+	100720716	100746482
ENSMUST00000107356_at	chr11	+	100720969	100746483
ENSMUST00000107357_at	chr11	+	100721785	100746470
ENSMUST00000116798_at	chr11	-	100737492	100737613
ENSMUST00000060792_at	chr11	-	100818049	100831931
ENSMUST00000100440_at	chr11	-	100824084	100831780
ENSMUST00000100441_at	chr11	-	100825566	100831931
ENSMUST00000044721_at	chr11	+	100870768	100925028
ENSMUST00000100436_at	chr11	+	100870800	100910418
ENSMUST00000103110_at	chr11	+	100870800	100925027
ENSMUST00000092663_at	chr11	+	100873134	100925033
ENSMUST00000001802_at	chr11	+	100931428	100938971
ENSMUST00000019445_at	chr11	+	100939755	100942824
ENSMUST00000001806_at	chr11	+	100943878	100947933
ENSMUST00000107308_at	chr11	+	100943944	100947930
ENSMUST00000107302_at	chr11	+	100948590	100953521
ENSMUST00000017945_at	chr11	+	100948632	100952832
ENSMUST00000107303_at	chr11	+	100948639	100952832
ENSMUST00000019447_at	chr11	-	100953520	100956703
ENSMUST00000107295_at	chr11	-	100957829	100981138
ENSMUST00000017946_at	chr11	-	100957829	100981138
ENSMUST00000043680_at	chr11	+	100981444	100987731
ENSMUST00000043654_at	chr11	+	101017433	101023100
ENSMUST00000107291_at	chr11	-	101023995	101031625
ENSMUST00000043397_at	chr11	-	101023995	101032631
ENSMUST00000062759_at	chr11	-	101034311	101036757
ENSMUST00000103109_at	chr11	+	101037430	101052034
ENSMUST00000100417_at	chr11	-	101058702	101087740
ENSMUST00000001271_at	chr11	+	101107726	101109560
ENSMUST00000122006_at	chr11	+	101107742	101109564
ENSMUST00000107282_at	chr11	+	101108015	101109560
ENSMUST00000007533_at	chr11	+	101115062	101119243
ENSMUST00000100414_at	chr11	+	101115062	101120184
ENSMUST00000042477_at	chr11	+	101115062	101120859
ENSMUST00000107280_at	chr11	+	101115062	101120859
ENSMUST00000121331_at	chr11	+	101115066	101120370
ENSMUST00000103108_at	chr11	+	101121911	101138723
ENSMUST00000017332_at	chr11	-	101139283	101140262
ENSMUST00000103107_at	chr11	+	101140516	101150015
ENSMUST00000041403_at	chr11	-	101149580	101163562
ENSMUST00000119609_at	chr11	+	101168055	101168694
ENSMUST00000107268_at	chr11	+	101177546	101184850
ENSMUST00000019470_at	chr11	+	101177546	101184850
ENSMUST00000107267_at	chr11	+	101178334	101184850
ENSMUST00000103105_at	chr11	+	101191912	101200735
ENSMUST00000017316_at	chr11	+	101192382	101203252
ENSMUST00000117946_at	chr11	+	101213549	101214453
ENSMUST00000117474_at	chr11	-	101214622	101214859
ENSMUST00000102272_at	chr11	-	101214655	101214751
ENSMUST00000019469_at	chr11	+	101229029	101239215
ENSMUST00000082825_at	chr11	-	101258903	101259082
ENSMUST00000107257_at	chr11	-	101268005	101285833
ENSMUST00000070395_at	chr11	-	101268155	101278712
ENSMUST00000107259_at	chr11	-	101268155	101285937
ENSMUST00000103102_at	chr11	-	101280127	101286647
ENSMUST00000107252_at	chr11	-	101280127	101286647
ENSMUST00000093933_at	chr11	-	101282463	101286647
ENSMUST00000080965_at	chr11	-	101282929	101286647
ENSMUST00000040561_at	chr11	+	101286405	101296965
ENSMUST00000085947_at	chr11	+	101303728	101306823
ENSMUST00000077856_at	chr11	+	101303728	101306823
ENSMUST00000107249_at	chr11	+	101303759	101306843
ENSMUST00000040430_at	chr11	-	101320052	101327455
ENSMUST00000001347_at	chr11	+	101329651	101332624
ENSMUST00000119535_at	chr11	+	101337539	101337835
ENSMUST00000107228_at	chr11	-	101350077	101410434
ENSMUST00000017290_at	chr11	-	101350880	101413126
ENSMUST00000103099_at	chr11	+	101413462	101443265
ENSMUST00000103098_at	chr11	+	101414140	101443265
